Project,Release,Method,Bugginess,LOC,LOC_added,AVG_LOC_added,MAX_LOC_added,Churn,AVG_Churn,MAX_Churn,NR,NAuth,NFix
BOOKKEEPER,release-4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/closeHandle(),NO,3,1,1,1,31,31,31,42
BOOKKEEPER,release-4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/main(String[]),NO,20,5,1,1,65,34,65,77
BOOKKEEPER,release-4.0.0,"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/writeSameEntryBatch(byte[], int)",NO,14,2,1,1,34,34,34,35
BOOKKEEPER,release-4.0.0,"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java/writeSameEntry(byte[], int)",NO,11,2,1,1,34,34,34,35
BOOKKEEPER,release-4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/getFreshEntryId(int),NO,7,1,1,1,2,2,2,4
BOOKKEEPER,release-4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/removeEntryId(Integer),NO,14,3,2,2,6,3,3,12
BOOKKEEPER,release-4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/closeHandle(),NO,3,1,1,1,1,1,1,2
BOOKKEEPER,release-4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/main(String[]),NO,39,8,3,2,14,2,4,34
BOOKKEEPER,release-4.0.0,"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/writeSameEntryBatch(byte[], int)",NO,16,3,2,2,4,1,2,8
BOOKKEEPER,release-4.0.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/writeConsecutiveEntriesBatch(int),NO,25,3,2,2,14,4,7,32
BOOKKEEPER,release-4.0.0,"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/writeSameEntryBatchFS(byte[], int)",NO,16,3,3,2,10,4,3,24
BOOKKEEPER,release-4.0.0,"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/addComplete(int, LedgerHandle, long, Object)",NO,4,1,1,1,2,2,2,4
BOOKKEEPER,release-4.0.0,"bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java/readComplete(int, LedgerHandle, Enumeration, Object)",NO,11,2,2,2,7,2,3,12
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerId(),NO,3,1,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedger(),NO,3,1,1,1,22,22,22,22
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getEntry(),NO,3,1,2,1,23,22,11,24
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/run(),NO,68,11,8,3,66,29,8,80
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/accept(long),NO,8,2,3,2,45,29,15,46
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/shutdown(),NO,9,2,5,3,71,54,14,88
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/accept(long),NO,7,2,3,2,130,54,43,193
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/accept(long),NO,1,1,1,1,19,19,19,21
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/listJournalIds(File, JournalIdFilter)",NO,21,4,5,2,24,19,4,33
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/instantiateZookeeperClient(String),NO,10,2,1,1,13,11,13,17
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/registerBookie(int),NO,17,3,1,1,11,11,11,12
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/newZookeeper(String, int)",NO,33,6,2,2,78,72,39,80
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/process(WatchedEvent),NO,25,6,2,2,73,72,36,74
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/checkDirectoryLayoutVersion(File),NO,42,6,3,3,80,72,26,84
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/createDirectoryLayoutVersionFile(File),NO,15,2,1,1,2,2,2,4
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/fullRead(FileChannel, ByteBuffer)",NO,11,3,1,1,8,8,8,10
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/putHandle(LedgerDescriptor),NO,5,1,1,1,8,8,8,10
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getHandle(long, boolean, byte[])",NO,33,5,2,1,10,6,5,14
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getHandle(long, boolean)",NO,30,4,1,1,28,14,28,28
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/createHandle(long, boolean)",NO,3,1,1,1,14,14,14,14
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/setLastLogMark(long, long)",NO,4,1,1,1,32,32,32,44
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/markLog(),NO,3,1,1,1,32,32,32,44
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/rollLog(),NO,23,3,1,1,33,32,33,46
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/readLog(),NO,23,4,1,1,10,5,10,10
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/toString(),NO,9,1,1,1,5,5,5,5
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLastLogMark(),NO,3,1,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/isRunning(),NO,3,1,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/run(),NO,77,12,4,2,72,34,18,85
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/openChannel(long),NO,3,1,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/openChannel(long, long)",NO,11,2,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/shutdown(),NO,19,3,1,1,2,2,2,2
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/getLedgerForEntry(ByteBuffer, byte[])",NO,11,2,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntryInternal(LedgerDescriptor, ByteBuffer, WriteCallback, Object)",NO,12,2,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/recoveryAddEntry(ByteBuffer, WriteCallback, Object, byte[])",NO,11,1,0,0,0,0,0,0
BOOKKEEPER,release-4.0.0,"bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/addEntry(ByteBuffer, WriteCallback, Object, byte[])",NO,15,2,0,0,0,0,0,0
